customer_id,archetype,region,signup_date
CUST000088,occasional,Central,2024-09-02
CUST000089,loyal,West,2025-01-30
CUST000090,one_and_done,East,2025-07-26
CUST000091,loyal,East,2025-09-08
CUST000092,one_and_done,South,2025-11-02
CUST000093,occasional,West,2024-12-29
CUST000094,occasional,South,2025-10-30
CUST000095,occasional,South,2025-06-26
CUST000096,one_and_done,South,2026-05-25
CUST000097,occasional,South,2025-12-21
CUST000098,loyal,South,2026-01-26
CUST000099,loyal,North,2025-09-30
CUST000100,whale,West,2025-08-14
CUST000101,lapsed,East,2025-03-17
CUST000102,one_and_done,Central,2025-10-02
CUST000103,occasional,North,2026-04-17
CUST000104,whale,West,2025-07-15
CUST000105,lapsed,North,2026-06-23
CUST000106,one_and_done,East,2024-12-14
CUST000107,occasional,East,2025-02-07
CUST000108,occasional,East,2026-02-24
CUST000109,loyal,West,2026-01-28
CUST000110,lapsed,Central,2026-07-12
CUST000111,occasional,South,2025-11-18
CUST000112,occasional,Central,2026-07-05
CUST000113,occasional,North,2024-10-14
CUST000114,one_and_done,South,2026-04-29
CUST000115,loyal,South,2025-04-26
CUST000116,lapsed,Central,2025-06-27
CUST000117,lapsed,North,2026-02-16
CUST000118,one_and_done,South,2025-01-12
CUST000119,occasional,East,2026-05-16
CUST000120,one_and_done,Central,2024-11-18
CUST000121,one_and_done,East,2025-02-28
CUST000122,one_and_done,Central,2025-05-13
CUST000123,loyal,West,2024-11-23
CUST000124,occasional,West,2025-10-22
CUST000125,champion,West,2026-01-15
CUST000126,occasional,North,2026-04-14
CUST000127,occasional,East,2024-10-22
CUST000128,loyal,East,2025-10-24
CUST000129,loyal,South,2024-12-28
CUST000130,one_and_done,North,2025-12-11
CUST000131,loyal,North,2024-10-01
CUST000132,lapsed,West,2024-11-29
CUST000133,one_and_done,West,2025-12-28
CUST000134,occasional,South,2025-08-25
CUST000135,one_and_done,West,2025-01-22
CUST000136,champion,West,2026-02-23
CUST000137,whale,Central,2026-07-15
CUST000138,occasional,Central,2026-01-10
CUST000139,lapsed,Central,2025-06-13
CUST000140,loyal,North,2026-04-27
CUST000141,occasional,West,2025-12-10
CUST000142,occasional,South,2024-10-26
CUST000143,lapsed,East,2026-06-09
CUST000144,one_and_done,West,2026-06-26
CUST000145,occasional,West,2025-10-08
CUST000146,occasional,East,2026-07-23
CUST000147,occasional,Central,2026-07-12
CUST000148,one_and_done,North,2026-03-25
CUST000149,occasional,North,2026-05-21
CUST000150,champion,North,2025-01-10
CUST000151,lapsed,Central,2026-05-07
CUST000152,lapsed,East,2025-07-30
CUST000153,loyal,East,2025-03-25
CUST000154,one_and_done,West,2025-05-19
CUST000155,loyal,East,2025-04-30
CUST000156,one_and_done,East,2025-11-23
CUST000157,occasional,North,2024-11-16
CUST000158,one_and_done,North,2026-06-13
CUST000159,one_and_done,Central,2026-05-17
CUST000160,lapsed,East,2024-12-09
CUST000161,loyal,North,2026-06-14
CUST000162,lapsed,South,2026-03-19
CUST000163,occasional,South,2026-04-01
CUST000164,champion,South,2026-07-08
CUST000165,one_and_done,South,2026-05-11
CUST000166,occasional,West,2025-06-26
CUST000167,lapsed,North,2025-04-25
CUST000168,lapsed,South,2026-06-03
CUST000169,occasional,East,2024-10-10
CUST000170,whale,East,2026-05-25
CUST000171,occasional,Central,2025-04-07
CUST000172,one_and_done,Central,2025-01-17
CUST000173,occasional,South,2025-08-01
CUST000174,lapsed,East,2025-08-21
CUST000175,loyal,North,2026-05-16
CUST000176,champion,West,2026-02-12
CUST000177,occasional,North,2024-12-13
CUST000178,whale,North,2025-11-29
CUST000179,lapsed,West,2026-07-07
CUST000180,one_and_done,North,2025-03-08
CUST000181,lapsed,East,2025-04-09
CUST000182,lapsed,North,2026-06-15
CUST000183,one_and_done,West,2026-06-26
CUST000184,occasional,West,2026-05-11
CUST000185,lapsed,East,2026-06-26
CUST000186,one_and_done,Central,2025-05-26
CUST000187,occasional,East,2026-04-30
CUST000188,loyal,North,2025-06-02
CUST000189,one_and_done,North,2026-03-30
CUST000190,occasional,South,2024-09-19
CUST000191,lapsed,South,2025-03-10
CUST000192,occasional,South,2025-11-11
CUST000193,loyal,South,2025-10-04
CUST000194,lapsed,East,2026-06-16
CUST000195,loyal,North,2026-06-23
CUST000196,loyal,West,2025-07-20
CUST000197,one_and_done,South,2026-07-16
CUST000198,lapsed,West,2025-05-11
CUST000199,loyal,East,2025-11-06
CUST000200,occasional,Central,2026-04-25
CUST000201,lapsed,East,2025-07-22
CUST000202,whale,South,2025-07-09
CUST000203,one_and_done,East,2025-02-24
CUST000204,loyal,West,2026-03-15
CUST000205,champion,East,2025-07-13
CUST000206,occasional,East,2024-12-17
CUST000207,loyal,East,2026-01-24
CUST000208,one_and_done,South,2024-12-24
CUST000209,loyal,South,2025-03-12
CUST000210,one_and_done,Central,2025-10-04
CUST000211,one_and_done,West,2024-11-20
CUST000212,one_and_done,North,2024-09-23
CUST000213,loyal,Central,2026-02-16
CUST000214,lapsed,West,2024-09-14
CUST000215,one_and_done,North,2026-07-30
CUST000216,one_and_done,West,2026-05-02
CUST000217,loyal,East,2026-07-01
CUST000218,loyal,Central,2025-11-16
CUST000219,lapsed,East,2024-10-14
CUST000220,occasional,East,2025-06-06
CUST000221,occasional,South,2025-05-26
CUST000222,occasional,South,2026-06-02
CUST000223,one_and_done,West,2025-08-04
CUST000224,whale,Central,2025-11-06
CUST000225,occasional,Central,2025-08-30
CUST000226,lapsed,West,2026-01-30
CUST000227,champion,West,2026-03-12
CUST000228,one_and_done,East,2024-10-03
CUST000229,one_and_done,South,2025-07-06
CUST000230,loyal,West,2025-10-16
CUST000231,loyal,South,2026-06-10
CUST000232,occasional,South,2025-02-13
CUST000233,whale,Central,2025-09-04
CUST000234,one_and_done,East,2025-11-03
CUST000235,lapsed,South,2025-04-21
CUST000236,lapsed,Central,2026-04-30
CUST000237,occasional,Central,2025-07-23
CUST000238,lapsed,South,2024-12-04
CUST000239,champion,East,2025-09-10
CUST000240,loyal,East,2026-07-31
CUST000241,lapsed,West,2026-02-21
CUST000242,lapsed,Central,2026-06-22
CUST000243,occasional,East,2025-08-15
CUST000244,one_and_done,West,2025-11-18
CUST000245,one_and_done,East,2026-04-30
CUST000246,lapsed,Central,2025-04-07
CUST000247,one_and_done,East,2026-03-30
CUST000248,occasional,South,2025-12-04
CUST000249,occasional,East,2024-09-08
CUST000250,occasional,Central,2026-06-15
CUST000251,one_and_done,West,2026-02-08
CUST000252,lapsed,North,2025-12-21
CUST000253,occasional,North,2025-08-09
CUST000254,occasional,East,2026-02-10
CUST000255,occasional,Central,2024-09-20
CUST000256,one_and_done,East,2026-07-28
CUST000257,lapsed,East,2024-10-06
CUST000258,loyal,West,2025-07-22
CUST000259,loyal,East,2026-07-05
CUST000260,one_and_done,Central,2026-05-11
CUST000261,loyal,West,2026-05-20
CUST000262,lapsed,West,2026-01-11
CUST000263,occasional,West,2025-12-10
CUST000264,loyal,West,2025-05-09
CUST000265,lapsed,North,2025-12-26
CUST000266,loyal,East,2025-03-11
CUST000267,occasional,North,2026-01-07
CUST000268,loyal,East,2026-01-28
CUST000269,loyal,North,2026-01-20
CUST000270,champion,East,2025-12-13
CUST000271,champion,South,2024-12-22
CUST000272,loyal,North,2026-02-09
CUST000273,champion,North,2026-01-21
CUST000274,one_and_done,East,2024-09-30
CUST000275,one_and_done,North,2025-04-30
CUST000276,occasional,Central,2026-03-20
CUST000277,occasional,West,2024-12-01
CUST000278,one_and_done,West,2026-03-25
CUST000279,lapsed,North,2026-04-09
CUST000280,lapsed,West,2025-09-23
CUST000281,champion,West,2025-04-04
CUST000282,loyal,South,2026-03-21
CUST000283,occasional,North,2025-02-19
CUST000284,occasional,East,2026-04-13
CUST000285,one_and_done,West,2025-01-30
CUST000286,occasional,North,2026-05-25
CUST000287,champion,North,2025-09-09
CUST000288,occasional,South,2025-05-09
CUST000289,one_and_done,East,2026-01-27
CUST000290,loyal,East,2025-05-29
CUST000291,lapsed,East,2025-04-05
CUST000292,champion,South,2025-05-02
CUST000293,lapsed,North,2025-10-27
CUST000294,loyal,North,2025-02-05
CUST000295,lapsed,North,2025-03-06
CUST000296,lapsed,West,2025-12-15
CUST000297,whale,West,2025-03-05
CUST000298,lapsed,East,2024-10-27
CUST000299,lapsed,North,2025-01-06
CUST000300,one_and_done,East,2025-03-05
CUST000301,lapsed,Central,2025-02-10
CUST000302,loyal,South,2025-01-14
CUST000303,one_and_done,East,2026-01-10
CUST000304,one_and_done,East,2025-03-14
CUST000305,lapsed,South,2026-03-14
CUST000306,occasional,East,2025-11-23
CUST000307,occasional,East,2024-10-15
CUST000308,one_and_done,East,2026-01-14
CUST000309,occasional,West,2024-12-18
CUST000310,loyal,East,2025-10-09
CUST000311,occasional,North,2026-03-07
CUST000312,occasional,North,2026-05-25
CUST000313,occasional,East,2025-07-13
CUST000314,occasional,Central,2025-09-19
CUST000315,occasional,North,2025-08-08
CUST000316,occasional,North,2026-07-01
CUST000317,occasional,West,2026-01-25
CUST000318,one_and_done,East,2026-07-29
CUST000319,occasional,South,2026-01-01
CUST000320,lapsed,South,2024-10-17
CUST000321,lapsed,West,2026-04-16
CUST000322,occasional,East,2025-04-05
CUST000323,occasional,West,2026-07-27
CUST000324,one_and_done,South,2025-07-03
CUST000325,lapsed,East,2024-10-25
CUST000326,one_and_done,Central,2025-12-05
CUST000327,lapsed,South,2026-03-15
CUST000328,one_and_done,South,2025-06-27
CUST000329,one_and_done,North,2026-01-17
CUST000330,occasional,West,2024-11-14
CUST000331,one_and_done,North,2024-12-14
CUST000332,occasional,South,2025-05-01
CUST000333,one_and_done,West,2025-05-10
CUST000334,lapsed,North,2025-06-05
CUST000335,loyal,Central,2025-03-04
CUST000336,one_and_done,East,2025-09-12
CUST000337,loyal,South,2024-09-21
CUST000338,one_and_done,East,2025-12-02
CUST000339,loyal,West,2026-07-25
CUST000340,lapsed,East,2025-03-30
CUST000341,loyal,Central,2025-04-24
CUST000342,whale,Central,2024-09-13
CUST000343,lapsed,South,2025-10-28
CUST000344,one_and_done,West,2025-10-07
CUST000345,lapsed,South,2025-07-03
CUST000346,lapsed,Central,2025-10-30
CUST000347,lapsed,South,2025-01-28
CUST000348,occasional,South,2025-10-05
CUST000349,one_and_done,West,2025-01-29
CUST000350,loyal,West,2025-10-07
CUST000351,one_and_done,North,2026-02-24
CUST000352,loyal,East,2024-09-06
CUST000353,one_and_done,South,2025-07-28
CUST000354,one_and_done,West,2025-03-24
CUST000355,occasional,East,2025-06-13
CUST000356,one_and_done,Central,2025-11-22
CUST000357,lapsed,Central,2024-09-19
CUST000358,lapsed,West,2025-11-13
CUST000359,occasional,West,2024-09-04
CUST000360,one_and_done,Central,2025-10-03
CUST000361,lapsed,North,2026-07-16
CUST000362,loyal,West,2026-07-06
CUST000363,loyal,West,2024-09-18
CUST000364,loyal,North,2025-07-27
CUST000365,one_and_done,Central,2025-11-02
CUST000366,occasional,West,2025-01-10
CUST000367,lapsed,South,2025-05-25
CUST000368,one_and_done,East,2025-04-25
CUST000369,occasional,East,2025-04-08
CUST000370,lapsed,Central,2026-03-15
CUST000371,lapsed,Central,2026-05-31
CUST000372,occasional,Central,2025-03-09
CUST000373,occasional,West,2026-07-16
CUST000374,occasional,North,2025-03-15
CUST000375,loyal,Central,2026-05-02
CUST000376,loyal,North,2026-01-29
CUST000377,lapsed,North,2025-03-23
CUST000378,occasional,North,2025-05-21
CUST000379,occasional,Central,2025-01-30
CUST000380,one_and_done,East,2025-05-30
CUST000381,one_and_done,South,2026-06-28
CUST000382,lapsed,North,2024-12-21
CUST000383,lapsed,East,2026-03-02
CUST000384,occasional,West,2026-04-27
CUST000385,occasional,Central,2024-11-24
CUST000386,whale,East,2026-03-17
CUST000387,one_and_done,West,2025-07-21
CUST000388,whale,Central,2025-08-25
CUST000389,loyal,Central,2025-02-08
CUST000390,lapsed,South,2026-07-01
CUST000391,one_and_done,Central,2026-05-18
CUST000392,loyal,East,2025-10-14
CUST000393,one_and_done,Central,2025-09-03
CUST000394,one_and_done,North,2025-01-26
CUST000395,champion,North,2025-06-02
CUST000396,occasional,Central,2026-04-18
CUST000397,lapsed,West,2024-09-14
CUST000398,occasional,North,2025-09-13
CUST000399,occasional,Central,2024-09-24
CUST000400,occasional,North,2024-09-07
CUST000401,occasional,West,2026-06-25
CUST000402,lapsed,South,2025-08-11
CUST000403,lapsed,North,2025-10-09
CUST000404,loyal,Central,2025-08-17
CUST000405,whale,Central,2025-12-27
CUST000406,lapsed,North,2025-07-05
CUST000407,occasional,North,2025-08-21
CUST000408,lapsed,West,2026-03-23
CUST000409,loyal,North,2026-01-11
CUST000410,whale,West,2026-04-19
CUST000411,one_and_done,Central,2024-12-18
CUST000412,one_and_done,West,2025-04-13
CUST000413,loyal,South,2025-11-02
CUST000414,lapsed,North,2025-10-27
CUST000415,champion,West,2026-06-06
CUST000416,occasional,North,2026-01-10
CUST000417,loyal,East,2024-10-22
CUST000418,lapsed,East,2026-07-10
CUST000419,loyal,West,2026-04-20
CUST000420,lapsed,South,2024-12-16
CUST000421,one_and_done,West,2025-08-01
CUST000422,champion,West,2026-07-09
CUST000423,champion,South,2025-08-23
CUST000424,champion,South,2025-02-22
CUST000425,one_and_done,North,2025-12-02
CUST000426,lapsed,East,2025-11-06
CUST000427,occasional,South,2025-05-16
CUST000428,lapsed,North,2025-06-07
CUST000429,champion,East,2024-11-06
CUST000430,lapsed,East,2026-02-08
CUST000431,lapsed,North,2026-01-19
CUST000432,lapsed,North,2026-04-14
CUST000433,one_and_done,North,2025-04-22
CUST000434,lapsed,West,2025-07-23
CUST000435,champion,South,2025-12-01
CUST000436,occasional,North,2025-04-01
CUST000437,loyal,North,2025-11-10
CUST000438,one_and_done,Central,2026-03-17
CUST000439,one_and_done,South,2025-07-19
CUST000440,one_and_done,West,2025-09-29
CUST000441,lapsed,East,2025-10-21
CUST000442,loyal,North,2025-09-23
CUST000443,one_and_done,South,2024-10-30
CUST000444,loyal,North,2026-03-02
CUST000445,occasional,West,2026-01-19
CUST000446,one_and_done,South,2025-07-01
CUST000447,whale,East,2026-06-29
CUST000448,one_and_done,North,2026-04-20
CUST000449,champion,Central,2025-06-30
CUST000450,one_and_done,South,2025-08-09
CUST000451,champion,East,2025-05-01
CUST000452,lapsed,Central,2026-05-13
CUST000453,one_and_done,West,2024-12-11
CUST000454,loyal,West,2025-08-26
CUST000455,loyal,Central,2026-04-14
CUST000456,loyal,North,2025-12-25
CUST000457,whale,Central,2026-02-22
CUST000458,occasional,East,2025-09-18
CUST000459,lapsed,East,2025-09-06
CUST000460,one_and_done,South,2025-10-01
CUST000461,one_and_done,West,2025-09-12
CUST000462,loyal,Central,2024-11-03
CUST000463,lapsed,West,2024-09-28
CUST000464,occasional,North,2025-08-23
CUST000465,one_and_done,East,2024-09-25
CUST000466,one_and_done,West,2025-01-05
CUST000467,one_and_done,South,2025-01-04
CUST000468,lapsed,West,2026-02-24
CUST000469,loyal,West,2025-09-28
CUST000470,one_and_done,North,2025-11-27
CUST000471,occasional,East,2026-05-25
CUST000472,occasional,North,2026-06-09
CUST000473,loyal,East,2025-05-22
CUST000474,loyal,South,2025-10-10
CUST000475,occasional,Central,2024-12-30
CUST000476,occasional,Central,2025-04-19
CUST000477,occasional,East,2026-06-02
CUST000478,one_and_done,East,2024-12-22
CUST000479,one_and_done,West,2025-08-18
CUST000480,occasional,West,2025-06-30
CUST000481,occasional,West,2024-09-24
CUST000482,occasional,West,2025-05-09
CUST000483,one_and_done,Central,2026-07-16
CUST000484,occasional,Central,2026-03-29
CUST000485,champion,North,2025-10-06
CUST000486,occasional,East,2026-07-05
CUST000487,occasional,East,2026-04-05
CUST000488,occasional,East,2025-01-23
CUST000489,one_and_done,East,2026-04-23
CUST000490,one_and_done,West,2026-04-06
CUST000491,one_and_done,East,2025-08-12
CUST000492,one_and_done,South,2026-05-29
CUST000493,one_and_done,East,2026-02-03
CUST000494,occasional,Central,2024-10-13
CUST000495,lapsed,South,2025-05-15
CUST000496,one_and_done,North,2024-09-25
CUST000497,occasional,Central,2025-11-26
CUST000498,one_and_done,North,2025-05-26
CUST000499,occasional,West,2026-02-15
CUST000500,one_and_done,Central,2025-11-08
CUST000501,one_and_done,South,2026-03-31
CUST000502,lapsed,South,2024-12-25
CUST000503,lapsed,South,2026-03-25
CUST000504,one_and_done,North,2026-03-10
CUST000505,one_and_done,North,2025-09-10
CUST000506,lapsed,North,2025-10-04
CUST000507,occasional,East,2025-12-24
CUST000508,lapsed,East,2025-11-24
CUST000509,occasional,North,2026-01-06
CUST000510,loyal,Central,2024-10-31
CUST000511,loyal,West,2025-06-20
CUST000512,lapsed,North,2024-10-26
CUST000513,champion,Central,2024-09-09
CUST000514,occasional,North,2025-05-02
CUST000515,occasional,East,2024-12-31
CUST000516,loyal,East,2026-05-15
CUST000517,occasional,East,2024-10-05
CUST000518,one_and_done,Central,2025-08-28
CUST000519,champion,Central,2025-03-19
CUST000520,lapsed,South,2026-02-10
CUST000521,lapsed,East,2026-05-26
CUST000522,occasional,Central,2024-11-19
CUST000523,loyal,West,2025-09-20
CUST000524,one_and_done,Central,2026-04-26
CUST000525,loyal,East,2025-04-27
CUST000526,occasional,South,2026-06-23
CUST000527,whale,East,2025-09-19
CUST000528,whale,Central,2025-03-25
CUST000529,lapsed,Central,2025-03-14
CUST000530,occasional,West,2025-09-17
CUST000531,one_and_done,West,2025-11-15
CUST000532,one_and_done,East,2024-12-22
CUST000533,occasional,South,2026-03-24
CUST000534,one_and_done,East,2026-06-09
CUST000535,champion,East,2026-04-13
CUST000536,occasional,Central,2025-01-17
CUST000537,one_and_done,East,2025-09-06
CUST000538,loyal,West,2026-07-05
CUST000539,loyal,North,2026-04-04
CUST000540,lapsed,West,2026-07-12
CUST000541,whale,East,2025-01-07
CUST000542,one_and_done,Central,2025-09-12
CUST000543,lapsed,East,2026-06-14
CUST000544,whale,East,2026-02-27
CUST000545,loyal,North,2025-05-26
CUST000546,occasional,Central,2025-06-11
CUST000547,occasional,West,2025-01-04
CUST000548,loyal,Central,2026-07-13
CUST000549,lapsed,North,2026-06-13
CUST000550,occasional,South,2026-07-07
CUST000551,occasional,Central,2025-10-29
CUST000552,loyal,North,2025-03-09
CUST000553,loyal,East,2025-04-23
CUST000554,lapsed,East,2026-03-06
CUST000555,champion,Central,2025-04-27
CUST000556,occasional,Central,2025-04-28
CUST000557,occasional,Central,2026-03-20
CUST000558,occasional,South,2025-02-22
CUST000559,one_and_done,East,2025-10-09
CUST000560,occasional,West,2026-06-20
CUST000561,loyal,Central,2025-10-31
CUST000562,occasional,North,2025-02-08
CUST000563,lapsed,Central,2025-03-31
CUST000564,one_and_done,South,2026-01-25
CUST000565,one_and_done,North,2025-02-17
CUST000566,one_and_done,West,2025-11-01
CUST000567,lapsed,West,2025-09-12
CUST000568,champion,North,2026-06-01
CUST000569,occasional,North,2024-09-02
CUST000570,one_and_done,Central,2024-12-21
CUST000571,occasional,Central,2026-03-17
CUST000572,lapsed,North,2025-07-04
CUST000573,occasional,Central,2025-01-31
CUST000574,lapsed,Central,2025-08-12
CUST000575,lapsed,Central,2026-03-06
CUST000576,one_and_done,South,2024-09-22
CUST000577,lapsed,East,2026-01-24
CUST000578,one_and_done,Central,2025-12-09
CUST000579,lapsed,Central,2025-11-13
CUST000580,occasional,West,2024-11-15
CUST000581,occasional,North,2025-08-15
CUST000582,one_and_done,North,2025-03-15
CUST000583,loyal,South,2024-11-08
CUST000584,occasional,North,2024-10-20
CUST000585,lapsed,North,2024-12-09
CUST000586,one_and_done,North,2024-11-03
CUST000587,loyal,West,2024-10-06
CUST000588,occasional,East,2024-09-06
CUST000589,loyal,East,2025-05-07
CUST000590,champion,Central,2026-04-30
CUST000591,lapsed,East,2026-05-13
CUST000592,occasional,East,2025-01-20
CUST000593,occasional,South,2025-12-22
CUST000594,one_and_done,East,2025-01-14
CUST000595,champion,North,2024-10-15
CUST000596,occasional,East,2025-05-06
CUST000597,one_and_done,Central,2025-02-11
CUST000598,one_and_done,East,2026-01-17
CUST000599,whale,South,2025-09-30
CUST000600,one_and_done,West,2024-09-24
CUST000601,occasional,Central,2025-01-06
CUST000602,lapsed,East,2026-03-10
CUST000603,lapsed,South,2024-10-14
CUST000604,one_and_done,West,2025-08-16
CUST000605,whale,North,2024-12-18
CUST000606,lapsed,Central,2025-07-31
CUST000607,lapsed,South,2025-06-04
CUST000608,loyal,South,2026-04-09
CUST000609,one_and_done,West,2025-12-06
CUST000610,occasional,North,2025-03-13
CUST000611,one_and_done,South,2024-12-19
CUST000612,one_and_done,North,2026-05-30
CUST000613,whale,South,2026-06-08
CUST000614,whale,East,2025-04-02
CUST000615,occasional,North,2025-09-22
CUST000616,one_and_done,South,2024-12-14
CUST000617,one_and_done,West,2026-06-14
CUST000618,occasional,Central,2025-11-29
CUST000619,loyal,North,2026-07-07
CUST000620,champion,West,2025-03-22
CUST000621,lapsed,North,2024-12-08
CUST000622,occasional,East,2026-04-13
CUST000623,whale,Central,2025-12-17
CUST000624,occasional,West,2024-12-16
CUST000625,whale,South,2026-07-02
CUST000626,occasional,South,2024-10-03
CUST000627,lapsed,West,2024-11-18
CUST000628,loyal,Central,2026-04-16
CUST000629,one_and_done,South,2026-04-25
CUST000630,lapsed,North,2025-04-03
CUST000631,lapsed,East,2026-07-24
CUST000632,lapsed,West,2025-08-11
CUST000633,champion,East,2026-06-15
CUST000634,occasional,Central,2025-07-24
CUST000635,champion,Central,2025-11-28
CUST000636,loyal,West,2025-03-24
CUST000637,one_and_done,North,2024-11-22
CUST000638,one_and_done,Central,2025-08-23
CUST000639,lapsed,West,2025-05-08
CUST000640,lapsed,South,2025-06-06
CUST000641,one_and_done,East,2024-09-10
CUST000642,lapsed,Central,2026-02-20
CUST000643,champion,Central,2026-02-14
CUST000644,occasional,East,2025-11-09
CUST000645,one_and_done,North,2025-03-03
CUST000646,lapsed,West,2024-12-03
CUST000647,champion,West,2026-01-18
CUST000648,one_and_done,North,2026-05-16
CUST000649,one_and_done,Central,2025-05-31
CUST000650,champion,South,2025-06-08
CUST000651,occasional,Central,2025-11-11
CUST000652,lapsed,East,2026-03-24
CUST000653,one_and_done,South,2024-12-14
CUST000654,occasional,North,2024-12-16
CUST000655,lapsed,North,2025-02-23
CUST000656,occasional,West,2025-06-21
CUST000657,lapsed,South,2026-01-30
CUST000658,occasional,Central,2025-10-22
CUST000659,one_and_done,South,2026-06-14
CUST000660,occasional,Central,2026-02-07
CUST000661,occasional,Central,2025-09-19
CUST000662,lapsed,North,2025-09-29
CUST000663,loyal,West,2026-06-05
CUST000664,loyal,Central,2024-09-29
CUST000665,occasional,South,2026-01-25
CUST000666,one_and_done,North,2025-08-09
CUST000667,lapsed,Central,2025-09-09
CUST000668,whale,East,2025-09-06
CUST000669,occasional,North,2024-12-17
CUST000670,occasional,Central,2025-02-24
CUST000671,loyal,West,2024-12-01
CUST000672,one_and_done,North,2025-11-08
CUST000673,whale,South,2026-01-27
CUST000674,one_and_done,North,2025-10-05
CUST000675,one_and_done,Central,2025-07-03
CUST000676,occasional,North,2025-12-08
CUST000677,lapsed,West,2025-09-12
CUST000678,occasional,East,2026-04-17
CUST000679,loyal,East,2025-06-18
CUST000680,occasional,Central,2025-03-19
CUST000681,loyal,Central,2025-07-27
CUST000682,occasional,North,2024-11-27
CUST000683,champion,North,2024-09-03
CUST000684,occasional,North,2024-11-05
CUST000685,one_and_done,West,2026-05-27
CUST000686,occasional,East,2024-11-22
CUST000687,occasional,North,2025-12-10
CUST000688,whale,South,2025-09-18
CUST000689,lapsed,East,2025-10-16
CUST000690,one_and_done,West,2026-01-14
CUST000691,occasional,South,2024-11-24
CUST000692,lapsed,Central,2025-05-11
CUST000693,occasional,Central,2024-09-23
CUST000694,occasional,West,2024-10-01
CUST000695,lapsed,East,2025-10-11
CUST000696,one_and_done,Central,2025-03-10
CUST000697,one_and_done,West,2025-08-14
CUST000698,one_and_done,East,2025-08-19
CUST000699,one_and_done,East,2025-03-01
CUST000700,occasional,Central,2025-04-05
CUST000701,occasional,East,2024-10-31
CUST000702,occasional,North,2025-02-06
CUST000703,loyal,Central,2025-05-22
CUST000704,lapsed,North,2024-10-26
CUST000705,occasional,West,2026-05-21
